question,rank,article_id,article,score,snippet,answer,start_idx,end_idx,longer_answer
What is the name of the journalist and archivist who advocated for the online publication of the C.I.A. files?,2,18329,"groups have also spoken out against Mr. Trump's executive order restricting travel for citizens of Iran, Iraq and five other countries, an action that has affected some researchers. But an activist role is not an easy fit for many scientists. I have plenty of colleagues who say, Leave me alone in my lab,? said Jonathan Overpeck, director of the Institute for the Environment at the University of Arizona. Still, he has seen more scientists take at least the first steps toward mobilization. Right now it's mostly talking about what to do, he said. We're scientists we tend to plan very carefully what we do and then we try to do it well. But certainly there's an elevated sense that this is very real. That sense has motivated hundreds of student and faculty volunteers at nearly a dozen universities to participate in data rescue? events over the last two months, the most recent of which was held this weekend at New York University. After a brief training session, participants spent six hours archiving environmental data from government websites, including those of the National Oceanic and Atmospheric Administration and the Interior Department. An anonymous donor has provided storage on Amazon servers, and the information can be searched from a website at the University of Pennsylvania called Data Refuge. Though the Federal Records Act theoretically protects government data from deletion, scientists who rely on it say would rather be safe than sorry. For a problem like climate change, you can't understand it if you don't have data, said Jerome Whitington, an environmental anthropologist and member of the group Environmental Data Governance Initiative, which sponsored the N. Y. U. event. Much of the concern among scientists has been centered on the E. P. A. which was a favorite target of Mr. Trump during the campaign. Comments by members of his transition team have led to speculation that the new administration would gut the agency's science staff. Although he said he was speaking only for himself, Myron Ebell, who headed the E. P. A. transition but left on Jan. 19, said in a recent interview that science within the agency had become too politicized. I'm a great believer in science, Mr. Ebell said, but I'm not a great believer in politicized science. Many scientists would argue that it is climate deniers and others who are politicized. The question of whether scientists should take sides politically is an old one, with the widespread and view among many researchers that they should be quiet and let their data speak for itself. Some scientists have objected to plans for the Washington march, arguing that the event will feed the view among many conservatives that scientists have a political agenda. But the idea that they should be above the fray has been slowly unraveling as researchers realize that their own aloofness may largely be to blame for public disregard for the evidence on issues like climate change or vaccine safety. And in the era of Trump, some say it",0.0007381318719126284,"{'score': 0.0007381318719126284, 'start': 2214, 'end': 2221, 'answer': '. Ebell'}",. Ebell,2214,2221,"great believer in science, Mr. Ebell said, but I'm not a"
What is the name of the journalist and archivist who advocated for the online publication of the C.I.A. files?,3,18335,"WASHINGTON In his first days as President Trump's pick to lead the Federal Communications Commission, Ajit Pai has aggressively moved to roll back consumer protection regulations created during the Obama presidency. Mr. Pai took a first swipe at net neutrality rules designed to ensure equal access to content on the internet. He stopped nine companies from providing discounted internet service to individuals. He withdrew an effort to keep prison phone rates down, and he scrapped a proposal to break open the cable box market. In total, as the chairman of the F. C. C. Mr. Pai released about a dozen actions in the last week, many buried in the agency's website and not publicly announced, stunning consumer advocacy groups and telecom analysts. They said Mr. Pai's message was clear: The F. C. C. an independent agency, will mirror the Trump administration's rapid unwinding of government regulations that businesses fought against during the Obama administration. With these tactics, Chairman Pai is showing his true stripes, said Matt Wood, the policy director at the consumer group Free Press. The public wants an F. C. C. that helps people, he added. Instead, it got one that does favors for the powerful corporations that its chairman used to work for. Mr. Pai, a former lawyer for Verizon, was elevated by Mr. Trump to the position of chairman after serving as a minority Republican member for the past three years. Known for being a stickler on conservative interpretations of telecommunications law and the limits of the F. C. C. s authority, Mr. Pai said he was trying to wipe the slate clean. He noted that his predecessor, Tom Wheeler, had rammed through a series of actions right after the presidential election. Many of those efforts, Mr. Pai argued, went beyond the agency's legal authority. These actions, which did not enjoy the support of the majority of commissioners at the time they were taken, should not bind us going forward, Mr. Pai said in a statement released Friday. Accordingly, they are being revoked. The efforts portend great changes at the federal agency at the center of the convergence of media, telecommunications and the internet. The biggest target will be net neutrality, a rule created in 2015 that prevents internet service providers from blocking or discriminating against internet traffic. The rule, which was created alongside a decision to categorize broadband like a utility, was the tech centerpiece of the Obama administration. On Friday, the F. C. C. took its first steps to pull back those rules, analysts said. Mr. Pai closed an investigation into practices of the wireless providers ATT and Verizon. is the offering of free streaming and other downloads that do not count against limits on the amount of data a consumer can download. If a provider like ATT offers free streaming of its DirecTV programs, does that violate net neutrality rules because it could put competing video services at a disadvantage? Under its previous leadership, the F. C. C. said in a report that",0.24198025465011597,"{'score': 0.24198025465011597, 'start': 1036, 'end': 1045, 'answer': 'Matt Wood'}",Matt Wood,1036,1045,"showing his true stripes, said Matt Wood, the policy director at the"
Which leader of the fringe movement embracing white nationalism was punched in the face during the protests in Washington?,1,17841,"WASHINGTON A spate of violence erupted on Friday in the nation's capital, as protesters damaged storefronts, threw rocks and bricks at police officers and lit a limousine on fire. Phalanxes of police officers used pepper spray, flash grenades and other nonlethal tools to disperse the protesters. By the end of the day, six police officers had sustained minor injuries and more than 200 people had been arrested. Many of the protesters were dressed in black, wore face masks and carried flags associated with groups. They congregated on a series of streets just blocks from the parade where Donald J. Trump passed as he made his way to the White House for the first time as president, their activities creating a distraction as television networks played live footage of the clashes. The violence was focused not only on the police. Richard B. Spencer, a leader of the a fringe movement that embraces white nationalism and a range of racist and positions, was punched in the face by a protester as Mr. Spencer gave an interview on the street, according to a video posted on Twitter. We're not peaceful, said one of the masked protesters who, like many others who clashed with the police, ran away after being approached by reporters. While the clashes occurred, thousands of peaceful protesters marched across the country as they voiced slogans. In New York, seven people were arrested when they blocked the sidewalk outside Trump Tower. Protesters in San Francisco formed a blockade across train tracks, leading to eight arrests, and chained themselves to the downtown offices of Uber and Wells Fargo. In the central business district of Portland, Ore. banks, clothing retailers and a jewelry store boarded up windows and covered walls to limit vandalism. Chants in English and Spanish broke out in front of the Capitol in Phoenix. This is one of the darkest days in the history of our country, said Adelle Wallace, 75, during a march in Los Angeles. The violence in Washington began about an hour before Mr. Trump was sworn in at noon. Storefront windows at a Bank of America and a Starbucks several blocks from the parade route were smashed, leading to many arrests. Around 2 p. m. as Mr. Trump ate lunch on Capitol Hill with lawmakers and supporters, the protests expanded and turned violent. Protesters hurled rocks and bricks at police officers several blocks from the parade route. Officers with helmets and riot shields tried to disperse the protesters by using flash grenades and pepper spray. After being pushed back a block, protesters outside the Washington Post building lit a fire in the middle of the street, smashed the windows of a limousine and then lit it on fire. The police, using more flash grenades, cleared a path for fire trucks as protesters retreated to a park. The violence attracted a throng of onlookers, journalists and peaceful protesters who had marched earlier in the day. Reed Arahood, 34, of Massachusetts, who had come to Washington to be",0.9918835163116455,"{'score': 0.9918835163116455, 'start': 833, 'end': 851, 'answer': 'Richard B. Spencer'}",Richard B. Spencer,833,851,"not only on the police. Richard B. Spencer, a leader of the a"
Which leader of the fringe movement embracing white nationalism was punched in the face during the protests in Washington?,2,18254,"The videotaped sucker punch that staggered the white nationalist Richard Spencer on Inauguration Day quickly inspired mockery on social media. But it echoed loudly in an escalating confrontation between extreme ends of the political spectrum. With groups edging into the mainstream with the rise of President Trump, and anarchists are vowing to confront them at every turn, and by any means necessary including violence. In Berkeley, Calif. on Wednesday night, masked protesters set fires, smashed windows and stormed buildings on the campus of the University of California to shut down a speech by Milo Yiannopoulos, an inflammatory Breitbart News editor and a provocateur already barred from Twitter. Five people were injured, administrators canceled the event, and the university police locked down the campus for hours. That followed a bloody melee in Seattle on Inauguration Day, Jan. 20, when demonstrators their faces concealed to minimize the risk of arrest tried to prevent a speech by Mr. Yiannopoulos at the University of Washington, and a was shot and seriously wounded by a supporter of Mr. Yiannopoulos. The outbreaks of destruction and violence since Mr. Trump's inauguration have earned contempt from Republicans including Trump supporters who say it is exactly why they voted for his promises of law and order and condemnation from Democrats like Berkeley's mayor, Jesse Arregun. He called Wednesday's display contrary to progressive values? and said it provided the ultranationalist far right exactly the images they want? to try to discredit peaceful protesters of Mr. Trump's policies. But anarchists and who often make up a small but disproportionately portion of protesters, defend the mayhem they create as a necessary response to an emergency. Yes, what the black bloc did last night was destructive to property, Eric Laursen, a writer in Massachusetts who has helped publicize anarchist protests, said, using another name for the demonstrators. But do you just let someone like Milo go wherever he wants and spread his hate? That kind of argument can devolve into just sit on your hands and wait for it to pass.? And it doesn't. Anarchists also say their recent efforts have been wildly successful, both by focusing attention on their most urgent argument that Mr. Trump poses a fascist threat and by enticing others to join their movement. The number of people who have been showing up to meetings, the number of meetings, and the number of plans for future actions is through the roof, Legba Carrefour, who helped organize the Disrupt J20 protests on Inauguration Day in Washington, said in an interview. Gained 1, 000 followers in the last week, trumpeted @NYCAntifa, an Twitter account in New York, on Jan. 24. Pretty crazy for us as we've been active for many years with minimal attention. SMASH FASCISM!? The movement even claims to be finding adherents far afield of major population centers. A participant in CrimethInc, a anarchist network, pointed to rising attendance at its meetings and activity cropping up in new places like Omaha. The Left ignores us. The Right demonizes us,",0.9999057054519653,"{'score': 0.9999057054519653, 'start': 65, 'end': 80, 'answer': 'Richard Spencer'}",Richard Spencer,65,80,that staggered the white nationalist Richard Spencer on Inauguration Day quickly inspired
Which leader of the fringe movement embracing white nationalism was punched in the face during the protests in Washington?,3,18255,"a potential teachable moment. We need to sit down and talk about what is acceptable, she added. Troy Worden, a student and a member of the College Republicans, said he would absolutely? invite Mr. Yiannopoulos to speak on campus again, and Mr. Tahmas added that the Republican student group is a racially diverse group that does not consider Mr. Yiannopoulos to be a white nationalist. Criticism of the decision to cancel the speech came from outside the university as well. On Twitter early on Thursday, President Trump went as far as to threaten withholding federal funds from the university for failing to stop violence on people with a different point of view. Mr. Yiannopoulos has cultivated a sizable following among the movement with his speaking events, podcast interviews and articles. He travels around California on a tour bus airbrushed with his likeness. Since embarking in September on his speaking tour of American campuses, he has been trailed by protests. But the events have also attracted pockets of anarchists clad in face masks and spoiling for a fight. Some university organizers withdrew invitations to Mr. Yiannopoulos over security concerns. At the University of California, Davis, on Jan. 13, his speech was canceled as it was set to begin after a tense standoff between protesters and police officers. A week later, on Inauguration Day, a man was shot during protests outside Mr. Yiannopoulos's speech at the University of Washington in Seattle. He was to cap his tour this week at Berkeley. In the weeks leading up to the event, campus administrators faced tremendous pressure from student groups and faculty members to cancel it. In a video of himself posted on Facebook after the cancellation on Wednesday night, Mr. Yiannopoulos criticized the hard left, which has become so utterly antithetical to free speech in the last few years. They simply will not allow any speaker on campus, even somebody as silly and harmless and gay as me to have their voice heard, he added. One group that has been outspoken in favor of allowing Mr. Yiannopoulos to speak is the veterans of the university's free speech movement. I'm really a little fatigued with all of this, Oh my goodness, cover my ears, someone will say something that will upset me, I can't tolerate that, said Jack Radey, who was a activist during the original free speech movement at Berkeley. There are racists, sexists, piggery of various kinds who will say really terrible things. And that is part of the world, Mr. Radey said by telephone from Oregon, where he is retired. Learn how to fight back. Don't say, Oh, no. We can't allow someone to speak because someone might be offended.? In a letter to The Daily Californian, Berkeley's student newspaper, Mr. Radey and other members of the Free Speech Movement Archive board of directors, a grouping of some of the movement's activists, said Mr. Yiannopoulos was a bigot who comes to campus spouting vitriol so as to attract attention to himself. But",5.210294693824835e-05,"{'score': 5.210294693824835e-05, 'start': 2294, 'end': 2304, 'answer': 'Jack Radey'}",Jack Radey,2294,2304,"I can't tolerate that, said Jack Radey, who was a activist during"
"Who narrated the documentary ""I Am Not Your Negro""?",1,18228,"A few weeks ago, in reaction to something we had written about blackness and whiteness in recent movies, my colleague Manohla Dargis and I received a note from a reader. Since when is everything about race? he wanted to know. Perhaps it was a rhetorical question. A flippant though by no means inaccurate answer would have been 1619. But a more constructive response might have been to recommend Raoul Peck's new documentary, I Am Not Your Negro. Let me do so now, for that reader (if he's still interested) and for everybody else, too. Whatever you think about the past and future of what used to be called race relations? white supremacy and the resistance to it, in plainer English this movie will make you think again, and may even change your mind. Though its principal figure, the novelist, playwright and essayist James Baldwin, is a man who has been dead for nearly 30 years, you would be to find a movie that speaks to the present moment with greater clarity and force, insisting on uncomfortable truths and drawing stark lessons from the shadows of history. To call I Am Not Your Negro? a movie about James Baldwin would be to understate Mr. Peck's achievement. It's more of a posthumous collaboration, an uncanny and thrilling communion between the filmmaker whose previous work includes both a documentary and a narrative feature about the Congolese leader Patrice Lumumba and his subject. The narration (read by Samuel L. Jackson) is entirely drawn from Baldwin's work. Much of it comes from notes and letters written in the when Baldwin was somewhat reluctantly sketching out a book, never to be completed, about the lives and deaths of Medgar Evers, Malcolm X and Martin Luther King Jr. Reflections on those men (all of whom Baldwin knew well) and their legacies are interspersed with passages from other books and essays, notably The Devil Finds Work, Baldwin's 1976 meditation on race, Hollywood and the mythology of white innocence. His published and unpublished words some of the most powerful and penetrating ever assembled on the tortured subject of American identity accompany images from old talk shows and news reports, from classic movies and from our own decidedly present. Baldwin could not have known about Ferguson and Black Lives Matter, about the presidency of Barack Obama and the recrudescence of white nationalism in its wake, but in a sense he explained it all in advance. He understood the deep, contradictory patterns of our history, and articulated, with a passion and clarity that few others have matched, the psychological dimensions of racial conflict: the suppression of black humanity under slavery and Jim Crow and the insistence on it in politics and art the dialectic of guilt and rage, forgiveness and denial that distorts relations between black and white citizens in the North as well as the South the lengths that white people will go to wash themselves clean of their complicity in oppression. Baldwin is a double character in Mr. Peck's",0.9412190914154053,"{'score': 0.9412190914154053, 'start': 1425, 'end': 1442, 'answer': 'Samuel L. Jackson'}",Samuel L. Jackson,1425,1442,subject. The narration (read by Samuel L. Jackson) is entirely drawn from Baldwin's
"Who narrated the documentary ""I Am Not Your Negro""?",2,18228,"his scorn, the weight of his disappointment, the gift of his trust. Recounting his visits to the South, where he reported on the civil rights movement and the murderous white response to it, Baldwin modestly described himself as a witness, a watchful presence on the sidelines of tragedy and heroism, an outsider by virtue of his Northern origins, his sexuality and his alienation from the Christianity of his childhood. But he was also a prophet, able to see the truths revealed by the contingent, complicated actions of ordinary people on both sides of the conflict. This is not to say that he transcended the struggle or detached himself from it. On the contrary, he demonstrated that writing well and thinking clearly are manifestations of commitment, and that irony, skepticism and a ruthless critical spirit are necessary tools for effective moral and political action. I Am Not Your Negro? is a thrilling introduction to his work, a remedial course in American history, and an advanced seminar in racial politics a concise, roughly movie with the scope and impact of a or a literary doorstop. It is not an easy or a consoling movie, but it is the opposite of bitter or despairing. I can't be a pessimist because I'm alive, Baldwin said. I'm forced to be an optimist.",0.006134364753961563,"{'score': 0.006134364753961563, 'start': 191, 'end': 198, 'answer': 'Baldwin'}",Baldwin,191,198,"murderous white response to it, Baldwin modestly described himself as a"
"Who narrated the documentary ""I Am Not Your Negro""?",3,18210,"Muslims. _____ 6. The Super Bowl, scheduled for Sunday night in Houston, is infused with national politics like never before. During Fox's pregame telecast, Bill O'Reilly will interview Mr. Trump, who is a friend of the Patriots? owner, coach and star player. There may be protests outside the stadium, or at the halftime show. Lady Gaga remained coy about the plans for her halftime performance. Fox and the N. F. L. are trying to keep game commercials apolitical. A lumber company's ad depicting a mother and daughter who encounter a wall during an arduous journey north was nixed. _____ 7. Snapchat's parent company filed paperwork for its public stock offering. While the filing does not indicate a price for an initial public offering, Snap is expected to seek a market valuation of more than $20 billion from investors. The move puts the company's chief executive, Evan Spiegel, in the spotlight. The chairman of Google is calling him the next Gates or Zuckerberg. _____ 8. . That's our critic, describing I Am Not Your Negro, a new documentary about James Baldwin. Whatever you think about the past and future of what used to be called race relations? white supremacy and the resistance to it, in plainer English this movie will make you think again, and may even change your mind. _____ 9. A happy ending: A woman gravely injured in the Boston Marathon bombing is about to marry the firefighter who rescued her. This week, they both walked up the 1, 576 steps of the Empire State Building, she with a prosthetic leg and he with his firefighting gear on, to benefit the Challenged Athlete Foundation. _____ 10. Finally, new research suggests a surprising function for sleep: to forget. Pruning synapses that grow exuberantly to store the day's memories appears to be a biological necessity, protecting important moments but making space for new knowledge in the brain's hard drive. You can forget in a smart way, one researcher said. Hope you get some rest. Photographs may appear out of order for some readers. Viewing this version of the briefing should help. Your Evening Briefing is posted at 6 p. m. Eastern. And don't miss Your Morning Briefing, posted weekdays at 6 a. m. Eastern, and Your Weekend Briefing, posted at 6 a. m. Sundays. Want to look back? Here's last night's briefing. What did you like? What do you want to see here? Let us know at briefing@nytimes. com.",0.05262842774391174,"{'score': 0.05262842774391174, 'start': 1057, 'end': 1070, 'answer': 'James Baldwin'}",James Baldwin,1057,1070,"Negro, a new documentary about James Baldwin. Whatever you think about the"
Who is the billionaire restaurant owner nominated to head the Labor Department?,1,18364,"WASHINGTON Andrew F. Puzder, who as President Trump's pick to head the Labor Department has come under fire for criticizing worker protections, acknowledged on Monday that he had employed an undocumented immigrant to clean his house. The revelation potentially could derail a nomination that has elicited controversy because of Mr. Puzder's views on overtime pay, sick leave and automation. The confirmation of Mr. Puzder, a chain executive, has stalled as he tries to divest holdings. My wife and I employed a housekeeper for a few years, during which I was unaware that she was not legally permitted to work in the U. S., Mr. Puzder said in a statement. When I learned of her status, we immediately ended her employment and offered her assistance in getting legal status. Mr. Puzder added that he and his wife had paid back taxes in full to the I. R. S. and the state of California. Confirmation hearings for Mr. Puzder have been delayed as he works to remove himself from his role as the chief executive of CKE Restaurants, whose holdings include the Carl's Jr. and Hardee's chains. Democrats have suggested that his nomination could be on shaky ground, in part, because he has yet to file standard disclosures and questionnaires to the Senate committee that will consider his confirmation. Progressive groups have echoed that sentiment. It's long past time for Mr. Puzder to deliver on his commitment to file paperwork with the Senate and let the American people know what issues are causing so many headaches for the Trump administration, Karl Frisch, executive director of Allied Progress, said on Monday. Mr. Puzder remains all in? for the confirmation process, a spokesman said on Monday. He is not the first cabinet nominee who has hired undocumented workers. Mr. Trump's choice to lead the Commerce Department, Wilbur Ross, said last month that he had employed an undocumented household worker for several years. And Representative Mick Mulvaney, Republican of South Carolina and the nominee for White House budget director, said that he failed to pay taxes on a nanny that he and his wife employed after their children were born. They had to pay more than $15, 000 in taxes and penalties to the I. R. S.",0.9778395295143127,"{'score': 0.9778395295143127, 'start': 11, 'end': 27, 'answer': 'Andrew F. Puzder'}",Andrew F. Puzder,11,27,"WASHINGTON Andrew F. Puzder, who as President Trump's pick"
Who is the billionaire restaurant owner nominated to head the Labor Department?,2,18443,"as chairman of his transition months before Election Day, but decided to remove him and much of his team soon after his victory. The decision to oust Mr. Christie's team, without quickly putting in place a new one, left the administration, which must still fill hundreds of top jobs, ill prepared for the nomination process. The vetting process is designed to identify issues about fitness and confirmability prior to public announcement, said Leslie B. Kiernan, a former deputy White House counsel for President Obama and now a partner with the law firm Akin Gump. The confirmation hearing for Mr. Puzder, the billionaire restaurant to head the Labor Department, was postponed several times because of a delay in filing his financial disclosure statement. Mr. Puzder's hearing is now scheduled for Thursday after the ethics office on Wednesday cleared his financial disclosure statement and ethics agreement. In the agreement, Mr. Puzder said that if confirmed, he would divest himself of his holdings in CKE Restaurants, the operator of the Hardee's and Carl's Jr. chains that he heads. Todd Ricketts, the deputy commerce secretary nominee, has not had a confirmation hearing yet, even though he was announced by the Trump team on Nov. 30. Mr. Ricketts is the scion of a wealthy family and of the Chicago Cubs. A letter on Feb. 7 to Mr. Ricketts by several Democratic senators asked him for more information about his political activity. Despite the setbacks for Mr. Trump, the administration has had ample resources at its disposal. One bipartisan program, called the Center for Presidential Transition, met with the remaining campaigns in the spring to offer advice on a process it calls big, complicated and dangerous. In the months before the election, the Office of Government Ethics also communicated with representatives for Mr. Trump. After his victory, the office offered to bring over supplies, including regulatory books and ethics guides, according to internal emails made public by the agency in response to records requests. But with the turnover at the Trump transition team in the wake of the election, the communication with the agency stopped. Walter M. Shaub Jr. director of the office, cautioned in a Nov. 18 email that cabinet nominees who did not make use of the office for prescreening posed the risk of embarrassment for the and his appointees. Mr. Shaub wrote in one email, We seem to have lost contact with the transition since the election. The messy start to the ethics process could still come back to haunt the administration. In 2000, when Mr. Bush faced a condensed timeline after the contested election in Florida, his team moved aggressively to minimize potential surprises, said Mr. Johnson, who was executive director of the transition. Their approach was to demand answers to the tough questions at the beginning of the process, before anyone was announced. It becomes you tell us everything we need to know, he said. If you don't tell us something, we drop you faster than a blink of an eye.",0.9856297969818115,"{'score': 0.9856297969818115, 'start': 595, 'end': 605, 'answer': 'Mr. Puzder'}",Mr. Puzder,595,605,"Gump. The confirmation hearing for Mr. Puzder, the billionaire restaurant to head"
Who is the billionaire restaurant owner nominated to head the Labor Department?,3,17599,"Tata Sons, ending months of turmoil. Health care stocks tumbled after Mr. Trump denounced pharmaceutical companies for shifting manufacturing abroad. But many of the imports are generic drugs a large percentage of which are manufactured in India that help keep costs down. The Environmental Protection Agency accused Fiat Chrysler of cheating on emissions tests on at least 104, 000 diesel vehicles, a case with echoes of the Volkswagen scandal. Vietnam's industrial policy will take a hit if Mr. Trump follows through on his pledge to scrap the Partnership, but companies have their own plans for going global. U. S. stocks were down. Here's a snapshot of global markets. President Obama will end the policy that allows Cubans who reach U. S. soil to stay legally, a move long sought by the Cuban government. Above, Mr. Obama in March last year. [The New York Times] Hong Kong's chief secretary, Carrie Lam, leaves her post today. She submitted her resignation and, if approved, will run for chief executive. [Hong Kong Free Press] President Xi Jinping of China called for greater coordination? on South China Sea disputes in a meeting with Nguyen Phu Trong, the general secretary of Vietnam's ruling party. Mr. Xi is headed to Switzerland on Sunday. [South China Morning Post] In Bangladesh, a popular restaurant in Dhaka's diplomatic quarter reopened after a terrorist attack in July that killed 22 people. [The New York Times] Wilbur Ross, the billionaire chosen by Mr. Trump to manage trade with China, once volunteered to be part of project by a famous Chinese artist. [South China Morning Post] Star Wars? was the inspiration for the common name scientists gave to the world's newest primate the Skywalker hoolock gibbon which was discovered in the Chinese province of Yunnan. [BBC] (In this new section, we'll help you start your day right.) We're not saying you will need this tomorrow, we're simply presenting it for your consideration: Here's how to nurse a hangover (and how to head one off). Have a great weekend! An inspiring story of weight loss and its aftermath: Brooklyn's borough president reversed his Type 2 diabetes through diet and exercise, without taking medication. Recipe of the day: Give baked sweet potato fries a shot. Portraits of addiction. A photographer spent a year traveling in Thailand, Laos, Cambodia, Myanmar and the Philippines to explore the region's underworld of ice, or crystal methamphetamine. In an opinion column, a nuclear scientist argues that the Trump administration should links of communication with North Korea to avoid a nuclear catastrophe. The Handmaiden, an erotic period drama from South Korea, earned six nominations for the Asian Film Awards. Here's the full list. If you're superstitious, today isn't your day. But Friday the 13th isn't universally feared. Many countries disregard it. In Greece and some countries, Tuesday the 13th is the dreaded day. It's Friday the 17th in Italy. The number four is unlucky in parts of Asia its pronunciation in several languages is close to the word death, making April",0.9929897785186768,"{'score': 0.9929897785186768, 'start': 1431, 'end': 1442, 'answer': 'Wilbur Ross'}",Wilbur Ross,1431,1442,"people. [The New York Times] Wilbur Ross, the billionaire chosen by Mr."
Who is the federal judge that ordered President Trump's golf resort to pay $5.7 million for refusing to refund deposits to members?,1,18170,"In a highly unusual turn of events for a sitting president, a federal judge in Florida on Wednesday ordered a golf resort owned by President Trump to pay $5. 7 million for refusing to refund deposits to members who wanted to resign from the club. In his ruling, the judge said that Mr. Trump, by sending a letter in late 2012 denying access to members who wanted to resign from the Trump National Golf Club in Jupiter a process that could take years had set off a contract clause that should have resulted in an immediate refund of their membership fees. Instead, the money was withheld. The decision is the first court judgment against a company owned by Mr. Trump since he became president last month, and underscores that while Mr. Trump has stepped away from the operations of his company, he is certain to remain dogged by legal controversies connected to his business. At his new hotel in Washington, Mr. Trump is suing two celebrity chefs for breach of contract. The two men backed out of the Trump International Hotel development in 2015 after Mr. Trump made inflammatory comments about Mexican immigrants. Separately, the federal government owns the building that houses the hotel, and some legal experts have said that Mr. Trump may be in violation of his lease, which appears to prohibit federal elected officials from leasing the building. And last month, a lawsuit was filed in federal court in Manhattan contending that Mr. Trump had violated the emoluments clause of the Constitution by allowing his hotels and other businesses to accept payments from foreign governments. Mr. Trump has not sold any of his assets, which include golf courses, commercial real estate and marketing agreements. Rather he has handed the operations of his company over to his eldest sons, Donald Jr. and Eric, a move he hopes will reduce the appearance of conflict of interest. Wednesday's ruling by Judge Kenneth Marra of Federal District Court in West Palm Beach, an appointee of President George W. Bush's calls for the club to pay $4. 85 million in withheld fees to 65 club members involved in the lawsuit, plus an additional $925, 000 in interest and other costs. As a result, those members will receive refunds of $35, 000 to $200, 000, depending on their level of membership in the club. Amanda Miller, a spokeswoman for the Trump Organization, said the company planned to appeal. At the time Trump purchased the club, it was suffering financially, making it unlikely that these members would ever get back their deposits, Ms. Miller said in a statement. At trial, we presented overwhelming evidence that the plaintiffs? memberships were never recalled and that the plaintiffs had waived this argument during the course of the litigation. The dispute at the Jupiter club centered on contracts signed by club members with the facility's previous owner, . To join, members paid initiation fees as high as $210, 000, depending on the type of membership that they wanted.",0.898252010345459,"{'score': 0.898252010345459, 'start': 1900, 'end': 1913, 'answer': 'Kenneth Marra'}",Kenneth Marra,1900,1913,interest. Wednesday's ruling by Judge Kenneth Marra of Federal District Court in
Who is the federal judge that ordered President Trump's golf resort to pay $5.7 million for refusing to refund deposits to members?,2,18170,"plaintiffs had waived this argument during the course of the litigation. The dispute at the Jupiter club centered on contracts signed by club members with the facility's previous owner, . To join, members paid initiation fees as high as $210, 000, depending on the type of membership that they wanted. But under s rules those deposits were refundable when a member resigned. That process, however, could take years and while members on the resignation list waited for their turn to come up they could still use the club so long as they paid annual fees and other costs like food and beverage minimums. That all changed in 2012 when the Trump Organization bought the Jupiter club. Soon afterward, Mr. Trump sent a letter to members saying that those who wanted to resign were no longer welcome there. I do not want them to utilize the club, nor do I want their dues, the letter read. After club members sued, Mr. Trump testified in 2015 during a pretrial deposition that although he had signed the letter, it was his son, Eric Trump, who was in charge of policies at the family's golf courses. Eric is much more familiar with this club, his father said. He runs it. In his pretrial deposition, Eric Trump testified that nothing had changed and that club members seeking to resign had been allowed to use the club so long as they paid their dues. That claim, however, was disputed at trial last year. One member on the resignation list, Richard Slawson, testified that the club's membership manager told him soon after the Trumps took it over that the club was . But he continued to receive $6, 000 bills for annual dues and thousands in minimum charges for food and beverages that were never consumed. I couldn't believe that we were charged that when we were not allowed to use the club, Mr. Slawson, a Florida lawyer, said in a recent telephone interview. Confronted with such testimony, the younger Mr. Trump during his court testimony backed off his assertions and acknowledged he had been mistaken. He made himself our strongest witness, a plaintiff's lawyer, Bradley Edwards, said about Eric Trump. There was no way to reconcile his prior testimony with his testimony at trial.",0.0014368364354595542,"{'score': 0.0014368364354595542, 'start': 1435, 'end': 1450, 'answer': 'Richard Slawson'}",Richard Slawson,1435,1450,"member on the resignation list, Richard Slawson, testified that the club's membership"
